Fierro,Cromo,Aluminio,Cobre,Plomo,Nickel,Plata,Estano,Titanio,Vanadio,Cadmio,Manganeso,Sodio,Potasio,Silicio,Zinc,Bario,Boro,Calcio,Molibdeno,Magnesio,Fosforo,v 40,Contenido agua,Índice PQ,Oxidacion,Partículas > 4um,Partículas > 6um,Partículas > 14um,Family,Estado,Diagnostic,Comentario,Recomendacion,
126956,9.4,0.2,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,1.1,0.1,5.5,2.8,0.1,27.9,2.7,0.1,0.4,222,309.12,0,10,4.4,18789,3962,573,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127775,32.9,0.2,0.8,0.5,0.1,0.1,0.2,0.1,0.3,0.4,0.1,0.1,1.2,0.6,1.9,2.2,0.1,29.7,1.1,0.1,0.1,185,305.91,0,35,4.29,61685,22598,4172,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127776,7.9,0.2,1,0.6,0.1,0.5,0.2,0.1,0.5,0.2,0.1,0.1,0.9,0.1,0.2,8,0.2,23.8,4.4,0.1,0.1,180,294.06,0,10,4.63,15634,5621,1233,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127777,1.3,0.1,0.5,0.4,0.1,0.1,0.3,0.1,0.6,0.1,0.1,0.1,0.8,0.4,0.8,3.2,0.1,30.3,0.4,0.1,0.1,177,299.87,0,5,3.65,18544,10324,954,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127778,15.6,0.3,2.1,0.6,0.1,0.1,0.2,0.1,0.7,0.1,0.1,0.1,1.5,0.1,5.6,2.8,0.1,25.4,5.5,0.1,0.1,201,290.29,0,20,4.03,5655,1281,190,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127779,9.9,0.3,1.7,0.9,0.1,0.2,0.2,0.1,0.6,0.1,0.1,0.1,4.4,3.9,5,2.9,0.1,29.6,3.5,0.1,0.1,191,296.13,0,10,4.23,26190,10775,1719,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
130916,9.5,0.1,0.1,0.7,0.7,1.1,0.5,0.1,0.5,0.1,1.1,0.1,0.9,0.1,3.8,9.3,0.2,25.9,4.6,0.1,0.1,216,304.8,0,10,4.61,14374,4227,732,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
130917,0.9,0.1,0.1,0.4,0.1,1.1,0.4,0.1,0.1,0.3,0.7,0.1,0.6,0.3,2.5,3.5,0.1,33.7,1.2,0.9,0.1,215,313.85,0,5,3.6,14087,6715,1733,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
130918,10,0.1,0.5,0.6,0.1,1.1,0.4,0.1,0.2,0.2,0.8,0.1,1.4,0.4,6.3,1.9,0.2,29.4,3.3,0.1,0.1,229,308.7,0,10,4.18,37718,10175,1358,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131864,10.2,0.1,1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3,9,0.2,25.2,2.9,0.3,0.5,200,305.16,0,15,5.3,4295,1163,130,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131865,3.2,0.1,1.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.5,5,0.1,31.7,2.2,0.1,1.3,200,312.78,0,5,4.34,10475,1028,105,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131870,21,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2,2.1,0.5,27.4,1.7,0.3,0.3,189,319.53,0,25,3.9,27000,18369,2508,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131872,29.3,0.5,0.7,0.1,0.1,0.4,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,8.7,4.7,0.5,28.1,8.4,0.4,1.2,194,315.23,0,30,3.86,62221,14221,93,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131924,10.3,0.1,1.6,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8,3.9,0.1,29.4,1.2,0.4,0.6,203,305.97,0,10,4.92,3614,570,120,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
123822,15.1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,7.6,0.1,25.7,2.7,0.1,0.1,192,151.08,0,20,3.9,11742,2225,156,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126916,17.6,0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.1,0.3,0.1,0.3,0.7,0.1,3.5,13,0.1,31.4,4.3,0.8,0.9,246,145.12,0,20,3.64,56228,11204,420,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
123821,6,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,5.2,0.1,22.5,2,0.1,0.3,203,152.74,0,10,4.02,3685,1864,83,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126913,9.7,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,3,6.1,0.1,26.5,2.1,0.1,0.6,217,138.75,0,10,3.75,9147,3304,256,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
129322,3.4,0.1,0.1,1.4,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,25,1.3,0.1,10.4,0.1,0.9,0.1,289,308.41,0,10,3.4,15593,1641,119,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
129323,5.1,0.1,0.2,0.9,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,21.9,3,0.1,6.5,0.8,0.7,0.1,289,324.1,0,5,3.3,106109,37147,1447,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
129320,36.5,0.7,0.8,6.4,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.4,0.6,0.1,4.3,7,2.8,34.3,1.2,0.1,0.1,238,223.54,0,20,4.15,21533,4845,371,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranajes y rodamientos, junto a
 contaminaciones determinadas por espectrometría se encuentran entre
 límites permisibles, grado de viscosidad aceptable para lubricante especificado.","Se sugiere mantener seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación externa."
123806,20.8,0.5,0.1,0.6,0.1,0.2,0.1,0.1,0.1,0.5,0.1,0.1,2.6,0.1,2.6,7.6,0.1,19,11.2,0.1,1.1,194,317.51,0,25,4,154548,68790,4383,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
123807,29.9,0.6,0.1,1.4,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,4.4,0.1,1.5,7.4,16.7,13.7,13.1,0.1,1.2,196,317.92,0,35,4.06,307219,38465,111,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
124471,24.8,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.2,1.3,0.1,0.1,6.4,0.1,21.1,7.5,0.1,0.1,198,305.7,0,20,3.37,164962,33993,1591,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
125334,29,0.5,0.5,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.3,2.5,0.1,0.1,4.9,0.1,19.2,8.5,0.6,0.7,213,310.44,0,25,3.41,66755,16758,1124,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126080,28.4,0.5,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.2,2.4,0.1,0.1,7.5,0.1,19.7,8.2,0.1,1.2,238,296.9,0,35,3.68,95656,19624,1118,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126873,31.5,0.4,0.1,0.2,0.1,0.1,0.1,1.4,0.1,0.1,0.1,0.7,2.5,0.2,2.7,7.6,0.1,18.1,10.6,0.1,1.6,215,300.78,0,35,3.69,87392,21415,883,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126865,33.7,0.7,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.6,0.1,0.5,0.1,0.1,1.6,4.8,0.1,27.4,1.4,0.1,0.1,242,314.24,0,30,3.7,317987,32482,723,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
123791,8.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,8.6,0.1,27.2,9.8,0.1,1.2,237,317.96,0,10,4.13,87904,14638,842,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
123792,10.4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,7.5,0.1,28.4,8.5,0.1,1.6,224,320.28,0,15,4.09,54053,12067,761,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
123793,7.9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,2.8,0.1,29.4,1.7,0.1,0.1,220,323.24,0,5,4.09,46353,10087,692,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
123794,28.8,0.4,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,7.7,0.1,28.3,5.6,0.1,0.2,217,322.93,0,35,4,112630,23083,1346,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
124450,11.7,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,1.4,0.1,36,0.8,0.1,0.1,209,312.6,0,10,3.68,61235,27153,5092,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
124451,11.8,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,3.3,0.1,35.3,1,0.1,0.1,207,299.71,0,10,3.65,60788,8375,336,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
124452,8.9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,1.3,0.1,36.7,0.8,0.1,0.1,209,300.4,0,10,3.68,61170,8166,381,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
124453,35.9,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,6.1,0.1,35.9,1.1,0.1,0.1,209,297.17,0,35,3.61,109490,14234,605,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos presentan
 incremento paulatino, evidenciando por alza de fierro sobre los 35 ppm,
 grado de viscosidad y oxidación estables en lubricante.","Se sugiere categorizar con inspección visual partículas ferrosas en tapones
 magnéticos, fugas y daños en respiradero, Mantener seguimiento
 riguroso a proceso de lubricación para implementar plan de acción
 oportuno."
125319,13.6,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,31.1,2.4,0.1,0.1,210,299.05,0,10,3.58,72482,27032,5120,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
125320,13.6,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,30.5,3,0.1,0.1,219,302.13,0,15,3.53,62942,9982,468,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
125321,11.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,31.6,2.4,0.1,0.1,223,303.07,0,10,2.14,44625,17991,2711,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
125322,36.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4,0.1,0.1,4.2,0.1,29.1,3.1,0.8,0.1,222,305.01,0,40,3.45,71807,13916,707,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos presentan
 incremento paulatino, evidenciando por alza de fierro sobre los 36 ppm,
 grado de viscosidad y oxidación normales en lubricante.","Se sugiere categorizar con inspección visual partículas ferrosas en tapones
 magnéticos, fugas y daños en respiradero, Mantener seguimiento
 riguroso a proceso de lubricación para implementar plan de acción
 oportuno."
126067,9.8,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.3,0.1,0.2,0.1,0.1,1.5,0.1,29.4,3.2,0.1,0.1,287,308.83,0,10,3.53,3399,1909,281,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126068,11.6,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.4,0.1,0.1,0.2,0.1,0.1,4.2,0.1,32.4,3.4,0.1,0.1,263,302.87,0,15,3.53,43898,9694,351,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126069,8.3,0.2,0.4,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,1.8,0.1,32,2.5,0.1,0.1,261,303.67,0,10,3.54,36824,6851,260,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126070,31.1,0.5,0.1,0.2,0.1,0.8,0.1,0.1,0.1,0.1,0.2,0.1,0.5,0.1,0.1,7.3,0.1,32.1,2.9,0.1,0.1,253,305.9,0,45,3.43,54527,8281,433,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos se encuentran
 estables. Contaminaciones externas se determinan en concentraciones
 de menor tamaño por lo cual se mantienen dentro de lo permisible. Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
126858,10.7,0.1,0.5,0.1,0.1,0.4,0.1,0.1,0.1,0.5,0.2,0.1,0.3,0.1,0.4,2.8,0.1,28.2,3.9,0.1,0.1,251,300.37,0,10,3.89,6987,2215,464,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126859,12.3,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.6,4,0.1,29.5,4.1,0.3,0.4,250,312.72,0,15,3.86,59850,8909,486,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126860,10.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.8,2.8,0.1,31.5,3,0.1,0.1,239,299.58,0,10,3.84,34186,13193,1912,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
126861,32.9,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.4,0.4,0.1,1.6,7.2,0.1,30.6,3.4,1.2,0.1,240,306.26,0,30,3.77,13953,2194,214,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127754,10.8,0.2,0.2,0.4,0.1,0.4,0.2,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.1,2,0.1,27.7,2.3,0.1,0.1,192,309.51,0,15,3.61,53920,9617,520,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127755,12.8,0.1,0.7,0.4,0.1,0.4,0.2,0.1,0.5,0.1,0.1,0.1,0.2,0.1,0.1,4.2,0.1,31.1,2.1,0.1,0.1,187,298.82,0,15,3.6,43144,9639,648,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127756,10.9,0.2,0.8,0.3,0.1,0.1,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.1,0.1,2.3,0.1,29.6,2.2,0.1,0.1,192,314.01,0,20,3.58,169712,52104,6345,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
127757,34.6,0.3,0.4,0.4,0.1,0.5,0.2,0.1,0.6,0.1,0.1,0.1,0.4,0.1,0.1,6.4,0.1,28.3,2,0.1,0.1,181,316.23,0,35,3.5,79310,13840,487,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
128504,10.3,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,1.7,0.1,27.1,1.8,0.1,0.1,210,307.02,0,10,3.52,52649,10445,690,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
128505,12.9,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,4.2,0.1,29.2,2.1,0.1,0.1,205,313.27,0,15,3.48,43542,6528,327,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
128506,10.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4,0.1,29.7,1.1,0.1,0.1,202,311.11,0,20,3.5,173446,35832,501,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
